Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
2348,11.74,16.47%,0.0015,1.933578,0.014709633
2349,13.77,19.24%,0.0004,2.649348,0.0044482608
2350,10.77,26.22%,0.0007,2.823894,0.0055622742
2351,23.09,16.37%,0,3.779833,0
2352,23.62,32.52%,0.0051,7.681224,0.0812877576
2353,16.11,5.08%,0.0087,0.818388,0.1330370244
2354,4.19,27.25%,0.0027,1.141775,0.0082302075
2355,3.35,24.48%,0.0015,0.82008,0.00379488
2356,2.61,21.62%,0.0013,0.564282,0.0026594334
2357,20.69,0.00%,0.0006,0,0.012414
2358,5.79,4.04%,0.006,0.233916,0.033336504
2359,22.84,17.79%,0.0007,4.063236,0.0131437348
2360,18.21,19.49%,0.0082,3.549129,0.1202191422
2361,13.16,37.58%,0.0043,4.945528,0.0353222296
2362,7.51,35.50%,0.0079,2.66605,0.038267205
2363,14.5,3.85%,0.0095,0.55825,0.132446625
2364,0.98,37.25%,0.0081,0.36505,0.004981095
2365,24.66,4.37%,0.0014,1.077642,0.0330153012
2366,6.56,17.36%,0.0009,1.138816,0.0048790656
2367,17.74,38.17%,0.0065,6.771358,0.071296173
2368,1.56,31.65%,0.0006,0.49374,0.000639756
2369,8.01,37.72%,0.0061,3.021372,0.0304306308
2370,22.97,5.45%,0.0013,1.251865,0.0282335755
2371,8.88,13.67%,0.0078,1.213896,0.0597956112
2372,3.7,37.96%,0.0046,1.40452,0.010559208
2373,3.6,13.48%,0.0015,0.48528,0.00467208
2374,3.61,1.12%,0.0056,0.040432,0.0199895808
2375,11.21,19.34%,0.0047,2.168014,0.0424973342
2376,17.47,2.65%,0.0045,0.462955,0.0765317025
2377,23.29,20.67%,0.0059,4.814043,0.1090081463
2378,15.69,1.25%,0.0086,0.196125,0.133247325
2379,22.74,38.95%,0.0007,8.85723,0.009717939
2380,14.09,0.12%,0.0027,0.016908,0.0379973484
2381,20.97,37.64%,0.0052,7.893108,0.0679998384
2382,24.29,5.21%,0.0042,1.265509,0.0967028622
2383,4.49,16.13%,0.0062,0.724237,0.0233477306
2384,12.07,38.76%,0.0027,4.678332,0.0199575036
2385,4.51,12.84%,0.0016,0.579084,0.0062894656
2386,13.56,14.73%,0.0009,1.997388,0.0104063508
2387,15.86,18.75%,0.0048,2.97375,0.061854
2388,5.44,27.93%,0.0036,1.519392,0.0141141888
2389,17.07,38.61%,0.0014,6.590727,0.0146709822
2390,24.8,0.27%,0.0071,0.06696,0.175604584
2391,15.58,26.82%,0.0051,4.178556,0.0581473644
2392,8.97,8.79%,0.0075,0.788463,0.0613615275
2393,20.93,38.44%,0.002,8.045492,0.025769016
2394,15.3,7.26%,0.0048,1.11078,0.068108256
2395,9.21,5.01%,0.0023,0.461421,0.0201217317
2396,14.17,7.97%,0.0063,1.129349,0.0821561013
2397,2.95,1.56%,0.0058,0.04602,0.016843084
2398,0.64,37.42%,0.0096,0.239488,0.0038449152
2399,1,0.35%,0.0001,0.0035,9.965E-05
2400,17.13,26.63%,0.0057,4.561719,0.0716392017
2401,6,32.73%,0.009,1.9638,0.0363258
2402,12.05,4.17%,0.0054,0.502485,0.062356581
2403,0.84,8.46%,0.0072,0.071064,0.0055363392
2404,21.57,21.61%,0.0029,4.661277,0.0490352967
2405,11.74,28.67%,0.0049,3.365858,0.0410332958
2406,1.57,16.00%,0.0082,0.2512,0.01081416
2407,1.27,27.86%,0.0031,0.353822,0.0028401518
2408,4.35,2.63%,0.0001,0.114405,0.0004235595
2409,15.01,15.83%,0.0051,2.376083,0.0644329767
2410,3.38,38.18%,0.0029,1.290484,0.0060595964
2411,16.82,19.43%,0.0057,3.268126,0.0772456818
2412,0.01,6.30%,0.001,0.00063,9.37E-06
2413,17.35,2.19%,0.0092,0.379965,0.156124322
2414,16.42,23.36%,0.0071,3.835712,0.0893484448
2415,24.69,15.26%,0.0008,3.767694,0.0167378448
2416,4.29,8.85%,0.0067,0.379665,0.0261992445
2417,24.44,31.81%,0.0009,7.774364,0.0149990724
2418,7.32,3.74%,0.0093,0.273768,0.0655299576
2419,4.58,17.04%,0.0027,0.780432,0.0102588336
2420,18.31,23.14%,0.0054,4.236934,0.0759945564
2421,17.31,31.00%,0.0048,5.3661,0.05733072
2422,6.39,24.78%,0.0088,1.583442,0.0422977104
2423,11.88,6.84%,0.0057,0.812592,0.0630842256
2424,8.06,33.90%,0.0065,2.73234,0.03462979
2425,13.87,13.70%,0.0013,1.90019,0.015560753
2426,12.82,4.11%,0.0034,0.526902,0.0417965332
2427,8.84,10.37%,0.0088,0.916708,0.0697249696
2428,0.61,20.05%,0.0032,0.122305,0.001560624
2429,21.67,6.32%,0.0077,1.369544,0.1563135112
2430,7.46,29.27%,0.0038,2.183542,0.0200505404
2431,3.78,28.64%,0.0062,1.082592,0.0167239296
2432,10.22,25.94%,0.0006,2.651068,0.0045413592
2433,11.62,4.80%,0.0056,0.55776,0.061948544
2434,15.1,20.63%,0.0079,3.11513,0.094680473
2435,18.94,8.57%,0.0098,1.623158,0.1697050516
2436,9.56,32.05%,0.0063,3.06398,0.040924926
2437,7.5,32.62%,0.0067,2.4465,0.03385845
2438,4.02,22.43%,0.0043,0.901686,0.0134087502
2439,23.69,36.34%,0.0011,8.608946,0.0165891594
2440,5.47,19.91%,0.0029,1.089077,0.0127046767
2441,10.41,22.13%,0.0069,2.303733,0.0559332423
2442,2.58,32.02%,0.0021,0.826116,0.0036831564
2443,16.55,29.93%,0.0085,4.953415,0.0985709725
2444,11.21,21.79%,0.0094,2.442659,0.0824130054
2445,9.42,38.95%,0.007,3.66909,0.04025637
2446,5.26,23.25%,0.0044,1.22295,0.01776302
2447,21.2,2.17%,0.0002,0.46004,0.004147992
2448,0.02,6.96%,0.0042,0.001392,7.81536E-05
2449,22.2,9.01%,0.0008,2.00022,0.016159824
2450,21.66,24.90%,0.0092,5.39334,0.149653272
2451,11.73,14.31%,0.0061,1.678563,0.0613137657
2452,8.22,22.95%,0.0098,1.88649,0.062068398
2453,7.95,39.93%,0.0074,3.174435,0.035339181
2454,24.72,19.02%,0.0022,4.701744,0.0440401632
2455,15.36,10.19%,0.0096,1.565184,0.1324302336
2456,16.3,22.48%,0.0044,3.66424,0.055597344
2457,8.67,20.80%,0.003,1.80336,0.02059992
2458,4.16,17.75%,0.0048,0.7384,0.01642368
2459,19.95,4.55%,0.004,0.907725,0.0761691
2460,0.83,7.74%,0.0036,0.064242,0.0027567288
2461,13.87,10.62%,0.0088,1.472994,0.1090936528
2462,17.87,5.90%,0.0047,1.05433,0.079033649
2463,3.82,38.53%,0.0083,1.471846,0.0194896782
2464,17.44,36.08%,0.0052,6.292352,0.0579677696
2465,7.16,35.61%,0.0049,2.549676,0.0225905876
2466,3.1,7.39%,0.0071,0.22909,0.020383461
2467,14.82,29.48%,0.0007,4.368936,0.0073157448
2468,10.93,25.83%,0.0005,2.823219,0.0040533905
2469,6.83,28.29%,0.0083,1.932207,0.0406516819
2470,4.73,20.76%,0.0052,0.981948,0.0194898704
2471,9.04,8.21%,0.0084,0.742184,0.0697016544
2472,7.89,24.30%,0.0067,1.91727,0.040017291
2473,10.43,21.93%,0.0042,2.287299,0.0341993442
2474,22.4,18.38%,0.0016,4.11712,0.029252608
2475,21.08,37.86%,0.0003,7.980888,0.0039297336
2476,20.91,25.92%,0.0094,5.419872,0.1456072032
2477,0.15,22.57%,0.0021,0.033855,0.0002439045
2478,14.22,13.45%,0.0009,1.91259,0.011076669
2479,11.64,4.05%,0.006,0.47142,0.06701148
2480,3.08,12.30%,0.0086,0.37884,0.023229976
2481,16.38,0.90%,0.0007,0.14742,0.011362806
2482,8.02,4.96%,0.0051,0.397792,0.0388732608
2483,8.3,5.88%,0.0041,0.48804,0.032029036
2484,0.18,23.00%,0.0039,0.0414,0.00054054
2485,13.07,6.79%,0.0014,0.887453,0.0170555658
2486,24.36,32.67%,0.0085,7.958412,0.139413498
2487,22.82,18.55%,0.0043,4.23311,0.079923627
2488,19.72,6.58%,0.0042,1.297576,0.0773741808
2489,13.36,1.00%,0.0023,0.1336,0.03042072
2490,21.29,37.23%,0.0095,7.926267,0.1269554635
2491,14.96,30.90%,0.0025,4.62264,0.0258434
2492,11.53,16.14%,0.0026,1.860942,0.0251395508
2493,20.54,27.42%,0.0047,5.632068,0.0700672804
2494,4.05,11.46%,0.0074,0.46413,0.026535438
2495,10.08,7.65%,0.0099,0.77112,0.092157912
2496,7.59,4.17%,0.0093,0.316503,0.0676435221
2497,22.41,18.55%,0.0089,4.157055,0.1624512105
2498,9.59,22.45%,0.006,2.152955,0.04462227
2499,18.12,18.89%,0.0085,3.422868,0.124925622
2500,17.14,24.00%,0.0008,4.1136,0.01042112
2501,22.74,9.41%,0.0068,2.139834,0.1400811288
2502,22.4,25.60%,0.0047,5.7344,0.07832832
2503,2.85,12.04%,0.0048,0.34314,0.012032928
2504,9.74,4.38%,0.0032,0.426612,0.0298028416
2505,13.25,5.60%,0.0099,0.742,0.1238292
2506,11,32.94%,0.0036,3.6234,0.02655576
2507,2.3,0.65%,0.0036,0.01495,0.00822618
2508,19.58,19.73%,0.0064,3.863134,0.1005879424
2509,0.91,36.35%,0.0036,0.330785,0.002085174
2510,6.64,36.16%,0.0055,2.401024,0.023314368
2511,14.86,35.61%,0.0021,5.291646,0.0200935434
2512,2.68,30.11%,0.004,0.806948,0.007492208
2513,4.11,39.11%,0.008,1.607421,0.020020632
2514,17.9,1.24%,0.0093,0.22196,0.164405772
2515,9.31,8.90%,0.0092,0.82859,0.078028972
2516,22.68,31.82%,0.009,7.216776,0.139169016
2517,21.43,23.05%,0.0031,4.939615,0.0511201935
2518,4.13,19.27%,0.0054,0.795851,0.0180044046
2519,10.89,25.57%,0.0069,2.784573,0.0559274463
2520,15.53,33.03%,0.0035,5.129559,0.0364015435
2521,4.93,3.66%,0.0097,0.180438,0.0460707514
2522,8.04,25.87%,0.0074,2.079948,0.0441043848
2523,1,10.66%,0.0047,0.1066,0.00419898
2524,3.72,22.92%,0.0089,0.852624,0.0255196464
2525,2.18,36.51%,0.0073,0.795918,0.0101037986
2526,1.41,18.22%,0.0099,0.256902,0.0114156702
2527,10.64,18.52%,0.0092,1.970528,0.0797591424
2528,2.9,32.38%,0.0046,0.93902,0.009020508
2529,17.67,26.21%,0.0093,4.631307,0.1212598449
2530,20.37,4.94%,0.0027,1.006278,0.0522820494
2531,4.18,34.85%,0.0052,1.45673,0.014161004
2532,15.65,17.82%,0.008,2.78883,0.10288936
2533,17.44,32.86%,0.0072,5.730784,0.0843063552
2534,17.39,24.32%,0.0048,4.229248,0.0631716096
2535,1.76,36.05%,0.0007,0.63448,0.000787864
2536,23.44,37.32%,0.0032,8.747808,0.0470150144
2537,19.97,9.57%,0.0073,1.911129,0.1318297583
2538,20.14,23.67%,0.0044,4.767138,0.0676405928
2539,0.16,39.67%,0.0095,0.063472,0.000917016
2540,4.88,18.50%,0.006,0.9028,0.0238632
2541,7.35,21.97%,0.0053,1.614795,0.0303965865
2542,14.13,33.93%,0.0005,4.794309,0.0046678455
2543,5.61,0.46%,0.0063,0.025806,0.0351804222
2544,12.52,39.17%,0.0049,4.904084,0.0373179884
2545,21.83,3.03%,0.0056,0.661449,0.1185438856
2546,21.39,13.23%,0.0085,2.829897,0.1577608755
2547,24.23,6.15%,0.0048,1.490145,0.109151304
2548,22.12,28.72%,0.0059,6.352864,0.0930261024
2549,19.89,16.13%,0.0043,3.208257,0.0717314949
2550,20.39,0.58%,0.0021,0.118262,0.0425706498
2551,16.22,15.36%,0.0048,2.491392,0.0658973184
2552,20.76,28.82%,0.0021,5.983032,0.0310316328
2553,20.39,34.93%,0.0035,7.122227,0.0464372055
2554,20.34,18.34%,0.0077,3.730356,0.1278942588
2555,1.78,11.57%,0.0019,0.205946,0.0029907026
2556,4.94,14.79%,0.0081,0.730626,0.0340959294
2557,7.71,29.69%,0.0094,2.289099,0.0509564694
2558,11.06,16.75%,0.0014,1.85255,0.01289043
2559,9.04,8.63%,0.0057,0.780152,0.0470811336
2560,17.04,31.43%,0.001,5.355672,0.011684328
2561,20.98,31.95%,0.008,6.70311,0.11421512
2562,1.58,20.53%,0.0089,0.324374,0.0111750714
2563,5.07,0.47%,0.0071,0.023829,0.0358278141
2564,4.81,15.87%,0.0027,0.763347,0.0109259631
2565,18.39,38.15%,0.0039,7.015785,0.0443594385
2566,18.3,21.52%,0.0064,3.93816,0.091915776
2567,24.69,16.52%,0.0022,4.078788,0.0453446664
2568,17.82,22.12%,0.0071,3.941784,0.0985353336
2569,22.35,27.05%,0.0001,6.045675,0.0016304325
2570,2.15,22.43%,0.0016,0.482245,0.002668408
2571,11.91,10.13%,0.0093,1.206483,0.0995427081
2572,23.87,22.22%,0.0037,5.303914,0.0686945182
2573,0.75,25.49%,0.0099,0.191175,0.0055323675
2574,8.11,2.83%,0.0093,0.229513,0.0732885291
2575,23.45,2.55%,0.0016,0.597975,0.03656324
2576,24.54,10.41%,0.0072,2.554614,0.1582947792
2577,5.77,32.62%,0.009,1.882174,0.034990434
2578,6.36,25.82%,0.0041,1.642152,0.0193431768
2579,12.58,0.19%,0.0085,0.023902,0.106726833
2580,3.66,2.59%,0.0059,0.094794,0.0210347154
2581,5.11,4.91%,0.0093,0.250901,0.0451896207
2582,3.86,3.08%,0.0036,0.118888,0.0134680032
2583,17.5,29.03%,0.0085,5.08025,0.105567875
2584,19.1,5.36%,0.0055,1.02376,0.09941932
2585,6.87,9.70%,0.0083,0.66639,0.051489963
2586,14.18,28.77%,0.0087,4.079586,0.0878736018
2587,3.09,10.49%,0.0013,0.324141,0.0035956167
2588,12.04,39.91%,0.0073,4.805164,0.0528143028
2589,20.66,28.58%,0.0092,5.904628,0.1357494224
2590,3.81,0.51%,0.0024,0.019431,0.0090973656
2591,12.67,35.38%,0,4.482646,0
2592,20.53,35.64%,0.0004,7.316892,0.0052852432
2593,6.64,28.74%,0.0043,1.908336,0.0203461552
2594,1.46,36.39%,0.0024,0.531294,0.0022288944
2595,13.38,34.71%,0.0023,4.644198,0.0200923446
2596,1.25,36.93%,0.003,0.461625,0.002365125
2597,7.1,30.73%,0.0003,2.18183,0.001475451
2598,4.84,4.62%,0.0045,0.223608,0.020773764
2599,11.75,0.35%,0.0074,0.041125,0.086645675
2600,16.78,3.15%,0.0003,0.52857,0.004875429
2601,2.21,1.17%,0.0074,0.025857,0.0161626582
2602,10.85,3.67%,0.0045,0.398195,0.0470331225
2603,9.59,30.36%,0.0038,2.911524,0.0253782088
2604,19.54,25.95%,0.0003,5.07063,0.004340811
2605,16.48,6.44%,0.0051,1.061312,0.0786353088
2606,21.68,16.52%,0.0098,3.581536,0.1773649472
2607,13.25,16.87%,0.0085,2.235275,0.0936251625
2608,21.97,33.26%,0.0059,7.307222,0.0865103902
2609,3.89,28.64%,0.0025,1.114096,0.00693976
2610,8.49,18.22%,0.0041,1.546878,0.0284668002
2611,11.17,38.10%,0.008,4.25577,0.05531384
2612,1.72,8.82%,0.0022,0.151704,0.0034502512
2613,18.5,26.10%,0.0039,4.8285,0.05331885
2614,4.8,20.74%,0.0046,0.99552,0.017500608
2615,2.06,29.16%,0.0085,0.600696,0.012404084
2616,20.58,28.35%,0.001,5.83443,0.01474557
2617,9.23,10.72%,0.0043,0.989456,0.0354343392
2618,4.88,24.48%,0.0054,1.194624,0.0199010304
2619,23.97,35.97%,0.0059,8.622009,0.0905531469
2620,18.12,14.53%,0.003,2.632836,0.046461492
2621,4.15,33.11%,0.0034,1.374065,0.009438179
2622,21.08,39.83%,0.0009,8.396164,0.0114154524
2623,14.01,18.70%,0.0078,2.61987,0.088843014
2624,13.73,30.74%,0.0018,4.220602,0.0171169164
2625,16.44,30.02%,0.0036,4.935288,0.0414169632
2626,6.09,30.59%,0.0072,1.862931,0.0304348968
2627,10.95,28.86%,0.0059,3.16017,0.045959997
2628,18.18,35.40%,0.0056,6.43572,0.065767968
2629,16.07,23.85%,0.0063,3.832695,0.0770950215
2630,9.86,4.75%,0.0021,0.46835,0.019722465
2631,3.32,13.59%,0.0011,0.451188,0.0031556932
2632,21.31,13.68%,0.0085,2.915208,0.156355732
2633,14.98,28.18%,0.0006,4.221364,0.0064551816
2634,16.55,2.31%,0.0016,0.382305,0.025868312
2635,10.83,29.00%,0.0017,3.1407,0.01307181
2636,22.97,15.32%,0.0041,3.519004,0.0797490836
2637,9.23,26.05%,0.0021,2.404415,0.0143337285
2638,15.64,15.17%,0.005,2.372588,0.06633706
2639,4.01,1.76%,0.0089,0.070576,0.0350608736
2640,16.04,2.02%,0.0011,0.324008,0.0172875912
2641,19.26,34.00%,0.0061,6.5484,0.07754076
2642,8.07,1.43%,0.0015,0.115401,0.0119318985
2643,22.9,8.55%,0.0078,1.95795,0.16334799
2644,6.29,9.56%,0.0066,0.601324,0.0375452616
2645,13.37,5.39%,0.0075,0.720643,0.0948701775
2646,3.12,14.57%,0.0028,0.454584,0.0074631648
2647,7.91,13.60%,0.0037,1.07576,0.025286688
2648,21.52,29.18%,0.0047,6.279536,0.0716301808
2649,22.68,19.51%,0.0078,4.424868,0.1423900296
2650,15.15,33.02%,0.0003,5.00253,0.003044241
2651,14.29,21.42%,0.0083,3.060918,0.0932013806
2652,9.78,39.76%,0.0013,3.888528,0.0076589136
2653,0.19,5.80%,0.0012,0.01102,0.000214776
2654,22.28,22.81%,0.0048,5.082068,0.0825500736
2655,1.34,21.92%,0.0047,0.293728,0.0049174784
2656,8.34,4.53%,0.0025,0.377802,0.019905495
2657,11.85,28.11%,0.0088,3.331035,0.074966892
2658,23.39,7.01%,0.0082,1.639639,0.1783529602
2659,7.61,27.92%,0.002,2.124712,0.010970576
2660,7.36,31.13%,0.0023,2.291168,0.0116583136
2661,2,24.56%,0.0055,0.4912,0.0082984
2662,5.96,16.93%,0.0058,1.009028,0.0287156376
2663,12.71,12.48%,0.0029,1.586208,0.0322589968
2664,23.68,25.04%,0.0087,5.929472,0.1544295936
2665,16.1,28.75%,0.0036,4.62875,0.0412965
2666,24.85,0.67%,0.0003,0.166495,0.0074050515
2667,8.23,14.70%,0.0016,1.20981,0.011232304
2668,15.99,13.60%,0.0086,2.17464,0.118812096
2669,21.31,29.65%,0.0032,6.318415,0.047973072
2670,21.72,32.44%,0.0001,7.045968,0.0014674032
2671,20.1,22.04%,0.005,4.43004,0.0783498
2672,13.77,4.40%,0.0022,0.60588,0.028961064
2673,21.96,23.52%,0.0047,5.164992,0.0789365376
2674,14.37,12.96%,0.0021,1.862352,0.0262660608
2675,13.82,3.27%,0.0043,0.451914,0.0574827698
2676,23.75,19.01%,0.0083,4.514875,0.1596515375
2677,22.36,1.84%,0.0027,0.411424,0.0592611552
2678,1.91,33.81%,0.009,0.645771,0.011378061
2679,7.41,22.33%,0.01,1.654653,0.05755347
2680,20.45,13.74%,0.0085,2.80983,0.149941445
2681,8.59,17.07%,0.0051,1.466313,0.0363308037
2682,4.6,15.47%,0.0083,0.71162,0.032273554
2683,0.79,31.27%,0.0068,0.247033,0.0036921756
2684,15.98,4.92%,0.0095,0.786216,0.144340948
2685,2.09,12.50%,0.0031,0.26125,0.005669125
2686,5.67,19.33%,0.0063,1.096011,0.0288161307
2687,0.37,17.64%,0.0094,0.065268,0.0028644808
2688,18,0.99%,0.0024,0.1782,0.04277232
2689,15.65,22.47%,0.0072,3.516555,0.087360804
2690,21.79,9.23%,0.0099,2.011217,0.1958099517
2691,0.43,15.52%,0.0077,0.066736,0.0027971328
2692,13.47,27.78%,0.0075,3.741966,0.072960255
2693,17.1,15.19%,0.0035,2.59749,0.050758785
2694,21.14,20.68%,0.0083,4.371752,0.1391764584
2695,22.85,38.46%,0.0018,8.78811,0.025311402
2696,11.31,28.86%,0.0042,3.264066,0.0337929228
2697,8.2,35.08%,0.0005,2.87656,0.00266172
2698,3.13,39.53%,0.0054,1.237289,0.0102206394
2699,0.02,20.35%,0.0034,0.00407,5.4162E-05
2700,8.05,24.81%,0.0073,1.997205,0.0441854035
2701,14.83,4.35%,0.0071,0.645105,0.1007127545
2702,19.04,5.55%,0.0095,1.05672,0.17084116
2703,1.26,21.94%,0.0021,0.276444,0.0020654676
2704,20.36,36.98%,0.0042,7.529128,0.0538896624
2705,11.74,14.83%,0.0017,1.741042,0.0169982286
2706,18.44,20.34%,0.0006,3.750696,0.0088135824
2707,18.66,0.85%,0.0053,0.15861,0.098057367
2708,13.39,23.14%,0.0004,3.098446,0.0041166216
2709,14.18,19.45%,0.0082,2.75801,0.093660318
2710,2.31,21.11%,0.0077,0.487641,0.0140321643
2711,15.86,26.22%,0.0032,4.158492,0.0374448256
2712,22.76,26.77%,0.0091,6.092852,0.1516710468
2713,9.95,13.33%,0.0019,1.326335,0.0163849635
2714,6.56,18.04%,0.0017,1.183424,0.0091401792
2715,16.48,5.88%,0.0097,0.969024,0.1504564672
2716,11.8,9.20%,0.0082,1.0856,0.08785808
2717,15.55,21.82%,0.0054,3.39301,0.065647746
2718,16.06,27.18%,0.0041,4.365108,0.0479490572
2719,11.56,22.47%,0.0062,2.597532,0.0555673016
2720,20.71,27.09%,0.0071,5.610339,0.1072075931
2721,4.27,1.13%,0.0068,0.048251,0.0287078932
2722,22.06,15.29%,0.0087,3.372974,0.1625771262
2723,8.5,20.70%,0.0084,1.7595,0.0566202
2724,21.05,7.15%,0.0039,1.505075,0.0762252075
2725,0.02,6.18%,0.0037,0.001236,6.94268E-05
2726,9.97,1.29%,0.0059,0.128613,0.0580641833
2727,23.18,29.99%,0.0054,6.951682,0.0876329172
2728,0.21,34.75%,0.0008,0.072975,0.00010962
2729,11.87,23.22%,0.0087,2.756214,0.0792899382
2730,8.8,26.04%,0.0091,2.29152,0.059227168
2731,12.88,0.28%,0.0023,0.036064,0.0295410528
2732,17.75,0.37%,0.0044,0.065675,0.07781103
2733,8.64,25.43%,0.0038,2.197152,0.0244828224
2734,24.81,4.91%,0.0046,1.218171,0.1085224134
2735,10.61,8.13%,0.0007,0.862593,0.0068231849
2736,8.83,33.00%,0.006,2.9139,0.0354966
2737,14.66,13.95%,0.0018,2.04507,0.022706874
2738,8.25,5.95%,0.0003,0.490875,0.0023277375
2739,22.22,38.42%,0.0068,8.536924,0.0930449168
2740,14.06,21.69%,0.0054,3.049614,0.0594560844
2741,15.3,2.73%,0.0071,0.41769,0.105664401
2742,8.01,37.59%,0.0053,3.010959,0.0264949173
2743,22.72,10.74%,0.0086,2.440128,0.1744068992
2744,22.8,38.51%,0.007,8.78028,0.09813804
2745,12.19,38.01%,0.0052,4.633419,0.0392942212
2746,1.67,16.08%,0.006,0.268536,0.008408784
2747,15.41,18.67%,0.0013,2.877047,0.0162928389
2748,9.76,26.37%,0.0028,2.573712,0.0201216064
2749,8.05,2.62%,0.0076,0.21091,0.059577084
2750,17.71,2.33%,0.0006,0.412643,0.0103784142
2751,8.24,23.03%,0.0012,1.897672,0.0076107936
2752,0.45,1.55%,0.0067,0.006975,0.0029682675
2753,4.62,0.25%,0.0088,0.01155,0.04055436
2754,0.5,22.70%,0.0041,0.1135,0.00158465
2755,21.87,15.32%,0.0093,3.350484,0.1722314988
2756,5.28,15.79%,0.0064,0.833712,0.0284562432
2757,6.85,36.77%,0.0035,2.518745,0.0151593925
2758,1.2,23.39%,0.0087,0.28068,0.007998084
2759,7.08,1.95%,0.0014,0.13806,0.009718716
2760,5.63,20.27%,0.01,1.141201,0.04488799
2761,9.56,31.76%,0.0045,3.036256,0.029356848
2762,11.37,15.61%,0.0008,1.774857,0.0076761144
2763,20.8,13.28%,0.0005,2.76224,0.00901888
2764,11.78,37.75%,0.0041,4.44695,0.030065505
2765,17.11,12.73%,0.0047,2.178103,0.0701799159
2766,23.25,24.77%,0.0056,5.759025,0.09794946
2767,3.95,39.28%,0.0048,1.55156,0.011512512
2768,20.8,39.30%,0.0012,8.1744,0.01515072
2769,8.48,31.07%,0.007,2.634736,0.040916848
2770,6.88,33.02%,0.0064,2.271776,0.0294926336
2771,18.85,25.08%,0.0084,4.72758,0.118628328
2772,23.17,32.21%,0.0036,7.463057,0.0565449948
2773,5.82,27.40%,0.0031,1.59468,0.013098492
2774,20.76,16.30%,0.0031,3.38388,0.053865972
2775,13.53,1.73%,0.0033,0.234069,0.0438765723
2776,8.45,30.16%,0.009,2.54852,0.05311332
2777,11.18,26.37%,0.0042,2.948166,0.0345737028
2778,23.94,37.69%,0.0043,9.022986,0.0641431602
2779,20.75,1.29%,0.0033,0.267675,0.0675916725
2780,8.53,29.93%,0.0063,2.553029,0.0376549173
2781,17.17,0.20%,0.0097,0.03434,0.166215902
2782,22.17,28.21%,0.0001,6.254157,0.0015915843
2783,22.05,18.70%,0.0018,4.12335,0.03226797
2784,19.19,21.12%,0.0067,4.052928,0.1014183824
2785,11.54,33.15%,0.003,3.82551,0.02314347
2786,23.49,1.19%,0.0062,0.279531,0.1439049078
2787,12.52,0.27%,0.0089,0.033804,0.1111271444
2788,16.82,12.00%,0.0006,2.0184,0.00888096
2789,22.26,9.01%,0.0006,2.005626,0.0121526244
2790,21.35,12.67%,0.006,2.705045,0.11186973
2791,18.89,28.62%,0.0023,5.406318,0.0310124686
2792,5.06,22.31%,0.01,1.128886,0.03931114
2793,8.64,19.87%,0.0025,1.716768,0.01730808
2794,8.32,24.11%,0.0094,2.005952,0.0593520512
2795,14.64,26.24%,0.0076,3.841536,0.0820683264
2796,14.69,11.08%,0.0042,1.627652,0.0548618616
2797,7.69,29.89%,0.0008,2.298541,0.0043131672
2798,5.07,33.71%,0.0015,1.709097,0.0050413545
2799,14.61,14.16%,0.0061,2.068776,0.0765014664
2800,22.79,8.51%,0.0032,1.939429,0.0667218272
2801,21.15,35.36%,0.0014,7.47864,0.019139904
2802,23.66,35.17%,0.0011,8.321222,0.0168726558
2803,3.78,23.58%,0.0071,0.891324,0.0205095996
2804,12.55,29.19%,0.0052,3.663345,0.046210606
2805,16.47,19.84%,0.007,3.267648,0.092416464
2806,2.36,18.79%,0.0004,0.443444,0.0007666224
2807,9.39,9.39%,0.0066,0.881721,0.0561546414
2808,20.84,26.37%,0.0031,5.495508,0.0475679252
2809,1.71,34.73%,0.0088,0.593883,0.0098218296
2810,17.87,31.28%,0.0041,5.589736,0.0503490824
2811,17.15,22.63%,0.0027,3.881045,0.0358261785
2812,12.28,13.31%,0.0092,1.634468,0.0979388944
2813,14.14,8.40%,0.0009,1.18776,0.011657016
2814,0.82,12.46%,0.0088,0.102172,0.0063168864
2815,1.61,6.63%,0.0073,0.106743,0.0109737761
2816,11.73,29.85%,0.0098,3.501405,0.080640231
2817,20.67,0.69%,0.0081,0.142623,0.1662717537
2818,4.55,17.11%,0.0098,0.778505,0.036960651
2819,14.8,2.25%,0.0028,0.333,0.0405076
2820,18.7,19.57%,0.0089,3.65959,0.133859649
2821,0.98,9.54%,0.0023,0.093492,0.0020389684
2822,21.09,8.24%,0.0026,1.737816,0.0503156784
2823,10.39,23.90%,0.0095,2.48321,0.075114505
2824,8.39,35.45%,0.0029,2.974255,0.0157056605
2825,14.22,25.13%,0.004,3.573486,0.042586056
2826,20.21,20.09%,0.0063,4.060189,0.1017438093
2827,18.03,38.38%,0.0081,6.919914,0.0899916966
2828,7.57,27.98%,0.0095,2.118086,0.051793183
2829,0.2,38.84%,0.0079,0.07768,0.000966328
2830,7.09,35.65%,0.006,2.527585,0.02737449
2831,4.36,6.04%,0.0043,0.263344,0.0176156208
2832,15.26,2.67%,0.0006,0.407442,0.0089115348
2833,17.76,36.90%,0.0006,6.55344,0.006723936
2834,0.44,21.00%,0.0094,0.0924,0.00326744
2835,16.72,8.49%,0.0054,1.419528,0.0826225488
2836,5.7,23.17%,0.001,1.32069,0.00437931
2837,6,2.67%,0.0028,0.1602,0.01635144
